"V1","V2","V3","V4","V5","V6","V7","V8"
18002,0,0,0,0,0,0,0
18003,0,0,1,0,0,0,0
18004,0,0,0,0,0,0,0
18005,0,0,0,0,0,0,0
18006,0,0,0,0,0,0,0
18007,0,0,0,0,1,0,0
18008,0,1,0,0,0,0,1
18009,0,0,0,0,0,0,1
18010,0,1,0,0,0,0,0
18011,1,0,0,0,0,0,0
18012,0,0,1,0,0,0,0
18013,0,1,0,0,0,0,0
18014,0,0,1,0,0,0,0
18015,0,0,0,1,1,0,0
18016,0,0,0,0,0,0,0
18017,0,0,0,0,0,0,0
18018,0,0,0,0,1,1,0
18019,0,0,0,0,0,0,0
18020,0,0,1,0,0,0,0
18021,0,0,0,0,1,0,0
18022,0,0,0,0,1,1,0
18023,0,0,0,0,0,1,0
18024,0,0,0,1,0,0,0
18025,0,0,1,0,0,1,0
18026,0,0,0,0,0,0,0
18027,0,1,1,0,1,1,0
18028,0,1,0,0,0,0,0
18029,0,0,0,0,0,0,0
18030,0,0,0,0,0,0,0
18031,0,0,0,0,0,0,0
18032,0,0,0,0,1,1,1
18033,0,0,0,0,1,0,0
18034,0,0,0,0,0,0,0
18035,0,0,0,1,0,0,0
18036,0,0,0,0,1,0,0
18037,0,0,0,0,0,0,0
18038,0,0,1,0,1,0,0
18039,0,0,0,1,0,0,0
18040,0,0,0,0,0,0,0
18041,0,0,0,0,1,0,0
18042,0,0,1,1,0,0,0
18043,1,0,0,0,0,0,0
18044,0,0,0,0,1,0,0
18045,1,0,0,0,0,0,0
18046,0,0,0,1,0,0,0
18047,1,0,0,0,0,0,0
18048,0,0,0,1,0,1,0
18049,0,0,0,0,0,0,0
18050,1,0,0,0,0,0,0
18051,1,0,0,0,0,0,0
18052,1,0,0,0,0,0,0
18053,0,0,1,0,0,0,0
18054,0,0,0,0,0,0,0
18055,0,0,1,0,0,0,0
18056,0,0,0,0,0,0,0
18057,1,0,0,0,0,0,0
18058,0,1,0,0,0,0,0
18059,1,1,0,0,0,1,0
18060,0,1,0,0,0,0,0
18061,0,1,1,0,0,0,0
18062,0,0,0,1,0,0,0
18063,0,0,0,0,1,1,0
18064,0,0,0,0,0,0,0
18065,1,0,0,0,0,0,0
18066,0,0,1,1,0,1,0
18067,0,1,0,0,0,0,0
18068,0,0,0,0,0,1,0
18069,0,0,0,1,0,0,1
18070,0,0,0,0,0,0,0
18071,0,0,1,0,0,0,0
18072,0,0,0,1,0,0,0
18073,1,0,1,0,0,0,1
18074,0,0,0,0,0,0,1
18075,0,0,0,0,0,0,1
18076,1,0,1,0,0,0,0
18077,0,0,0,0,1,0,0
18078,0,0,0,0,0,0,0
18079,0,0,1,0,1,0,0
18080,1,0,1,0,0,1,0
18081,0,0,0,1,0,0,0
18082,0,0,0,0,0,0,1
18083,0,0,0,0,0,0,0
18084,1,1,0,0,0,0,0
18085,0,0,0,0,0,0,0
18086,0,0,0,1,0,0,0
18087,1,1,0,1,0,1,0
18088,0,0,0,0,0,0,0
18089,0,1,0,0,0,0,0
18090,0,1,1,0,0,0,0
18091,1,0,0,0,1,0,0
18092,0,0,0,0,0,0,0
18093,0,0,0,0,0,0,0
18094,0,0,0,0,0,0,0
18095,0,1,0,0,1,0,0
18096,0,0,0,0,0,1,0
18097,0,0,0,1,0,1,0
18098,0,0,0,0,0,1,0
18099,1,0,0,0,0,0,0
18100,0,0,0,0,0,0,0
18101,0,0,0,0,0,0,0
18102,1,0,1,0,0,0,0
18103,1,0,0,0,0,0,0
18104,1,0,0,0,1,0,0
18105,0,0,0,0,0,0,0
18106,0,0,0,0,1,0,0
18107,0,1,0,0,0,0,0
18108,0,1,0,0,0,0,0
18109,0,0,0,0,0,0,0
18110,0,0,0,0,1,0,0
18111,0,1,0,0,0,0,0
18112,0,0,0,1,0,0,0
18113,0,0,0,0,0,0,0
18114,0,0,0,0,0,0,0
18115,0,0,1,1,0,0,0
18116,0,0,0,0,1,0,0
18117,0,0,1,1,0,0,0
18118,0,0,0,0,0,1,0
18119,0,1,0,0,0,0,0
18120,0,0,0,0,1,1,0
18121,0,1,0,0,0,0,0
18122,1,0,0,0,0,0,0
18123,0,0,0,0,0,0,0
18124,0,0,0,0,0,0,0
18125,0,1,0,0,0,0,0
18126,0,1,0,0,0,0,0
18127,0,0,0,0,0,0,0
18128,0,1,0,0,1,0,0
18129,1,0,0,0,0,0,0
18130,0,0,1,1,1,0,0
18131,0,0,0,0,1,1,0
